timestamp,vehicle_id,vehicle_type,latitude,longitude,speed_kmh,acceleration_m_s2,road_id,intersection_id,direction,source_name
1718003577,TN01_V_0182,auto_rickshaw,13.008514,80.202176,40.42,0.17,RD_2001,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000987,TN01_V_0183,bus,13.007243,80.203924,21.5,-1.16,RD_2001,INT_1001,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003401,TN01_V_0184,car,13.043441,80.240830,14.07,0.27,RD_2006,INT_1005,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001201,TN01_V_0185,bus,13.050014,80.249529,17.29,0.73,RD_2004,INT_1006,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001037,TN01_V_0186,two_wheeler,13.007864,80.203543,23.7,-0.36,RD_2004,INT_1001,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000509,TN01_V_0187,car,13.048864,80.250228,40.22,1.14,RD_2003,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002834,TN01_V_0188,auto_rickshaw,13.036658,80.232173,44.26,-0.16,RD_2002,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002467,TN01_V_0189,bus,13.024897,80.221077,40.94,0.76,RD_2001,INT_1003,WESTBOUND,SPT_Chennai_UAV_Dataset
1718000682,TN01_V_0190,two_wheeler,13.041675,80.239910,24.14,-0.4,RD_2004,INT_1005,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002619,TN01_V_0191,bus,13.022989,80.221907,44.86,0.46,RD_2004,INT_1003,EASTBOUND,SPT_Chennai_UAV_Dataset
1718000584,TN01_V_0192,car,13.007385,80.201625,30.71,0.82,RD_2002,INT_1001,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001568,TN01_V_0193,truck,13.051225,80.248939,14.89,0.9,RD_2003,INT_1006,EASTBOUND,SPT_Chennai_UAV_Dataset
1718002168,TN01_V_0194,truck,13.007120,80.202716,46.18,-0.2,RD_2001,INT_1001,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718002120,TN01_V_0195,auto_rickshaw,13.034358,80.230315,46.6,-1.13,RD_2002,INT_1004,WESTBOUND,SPT_Chennai_UAV_Dataset
1718002842,TN01_V_0196,bus,13.040971,80.242600,37.49,-0.62,RD_2005,INT_1005,EASTBOUND,SPT_Chennai_UAV_Dataset
1718003319,TN01_V_0197,bus,13.008991,80.212911,28.55,1.23,RD_2004,INT_1002,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718003250,TN01_V_0198,auto_rickshaw,13.049490,80.249060,31.75,1.21,RD_2002,INT_1006,SOUTHBOUND,SPT_Chennai_UAV_Dataset
1718001478,TN01_V_0199,auto_rickshaw,13.041397,80.243441,40.62,-0.56,RD_2004,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
1718001266,TN01_V_0200,truck,13.041976,80.242715,32.08,0.45,RD_2001,INT_1005,NORTHBOUND,SPT_Chennai_UAV_Dataset
